B_cell__CD19-positive,CD16-negative__CD56-bright_natural_killer_cell,CD16-positive__CD56-dim_natural_killer_cell,T_cell/B_cell_doublet,T_follicular_helper_cell,alveolar_macrophage,central_memory_CD4-positive__alpha-beta_T_cell,central_memory_CD8-positive__alpha-beta_T_cell,classical_monocyte,cycling_T_or_natural_killer_cell,cycling_cell,dendritic_cell,effector_memory_CD4-positive__alpha-beta_T_cell,effector_memory_CD8-positive__alpha-beta_T_cell,erythroid_lineage_cell,gamma-delta_T_cell,germinal_center_B_cell,group_3_innate_lymphoid_cell,gut_tissue-resident__CD8-positive__memory_T_cell,macrophage,mast_cell,mature_alpha-beta_T_cell,megakaryocyte,memory_B_cell,mononuclear_phagocyte/B_cell_doublet,mononuclear_phagocyte/T_cell_doublet,mucosal_invariant_T_cell,naive_B_cell,non-classical_monocyte,plasma_cell,plasmablast,plasmacytoid_dendritic_cell,precursor_B_cell,pro-B_cell,progenitor_cell,regulatory_T_cell,tissue-resident_effector_memory_CD8-positive_T_cell,tissue-resident_memory_T-helper_1/17_cell,tissue-resident_memory_gamma-delta_T_cell
REL,NFKBIZ,LSP1,ZFP36L1,PASK,RAB31,JUNB,RPL38,IFITM3,RAD21,ANAPC11,CXCL16,LCK,AHNAK,RPL7,HLA-B,SNRPD1,HLA-A,IFITM1,CXCL2,ITM2B,MORC4,TPM3,AIM2,RPL15,CFD,NCR3,RPL7A,CD300E,DNAJB11,IGLL5,EIF2AK4,HNRNPL,MZT2B,SOX4,CORO1A,DNAJB1,RGCC,HSPA8
PHACTR1,GADD45B,EMP3,LBH,DDX5,AIF1,RPS2,LEPROTL1,RAC1,LCP1,CEP55,ATP5F1E,RPL21,PSME1,S100A6,ITGA4,SMIM14,TCF7,ITM2C,CCL3,RNF130,ANKRD12,SNAP23,HLA-DMA,RPL29,ELOB,MTATP6P1,NOP53,SLC11A1,TRIB1,H2AZ1,INPP4A,HNRNPL,ERGIC1,RPL12,CCR7,TMSB4X,ITM2B,KIR2DL4
TCF4,RAC2,CLEC2B,TSC22D3,RPS3A,CYBB,TOMM7,LCK,FGR,CD99,CD63,HLA-DRA,RPL13A,ACTB,TFDP1,EIF1,SNRPB,IL1R1,LEPROTL1,COTL1,ATP5MC2,CHD2,ARF1,RPL26,FAU,TALDO1,CD247,RPLP0,CARD16,FNDC3A,LMAN2,PPIB,ATP6V0B,EPC1,ANP32B,RPL35A,RPS29,STK17A,PRF1
RPL37A,SH2D2A,MSN,TAGAP,RPL28,CD9,RPL7,RPL36,TMEM176B,GZMH,ATP5F1E,RASSF4,TMEM123,MBP,SLC25A3,PARP8,EZR,CKLF,GZMM,ALDOA,LGALS3,PNISR,RSU1,RPL10A,RPS18,SDCBP,EIF1,NCF1,IGSF6,NA,TYMS,GRN,WASF2,SLC25A5,ATP5F1D,RHOH,LEPROTL1,SKAP1,GNG2
HVCN1,ACTG1,TPST2,TPD52,RPS21,GPX4,C12orf57,SELL,TNFSF13B,CCDC167,BRI3,ZNF385A,NA,MATK,RPL36A,HSPE1,HNRNPK,HSP90AB1,SRGN,CCL3,RGS2,DDX3Y,GMPR,NIBAN3,EZR,CEBPD,HLA-B,RPL37,GNG5,GMPPB,OSTC,PTCRA,UCP2,COX7A2L,RPL39,GSTK1,SYTL3,PNRC1,ATP8B4
NCOA3,MAP3K8,CCL3,TAF7,RPS13,BRI3,FAU,RPL15,CFD,TOP2A,TUBB,SAMHD1,EEF1D,CTSC,EIF4EBP1,DDX5,CTSH,SH2D1B,ARAP2,IGSF6,SLC45A3,JMJD1C,BIN2,RPL27A,RHOB,CSTB,DDX5,RPL19,MTSS1,DDOST,HMGB2,IDH3A,NA,RPL15,C20orf27,CD5,YWHAB,HSP90AB1,KLRK1
CD40,HLA-B,TLE5,NA,UBC,GLIPR2,RPL31,BTF3,MAFB,USP1,TPX2,PKM,AQP3,TMSB4X,FECH,H3-3B,LCP1,SRSF5,CBLB,LYZ,BTK,IDS,TIMP1,RPL7A,RPL10A,TPM3,KLF6,RPS21,TKT,SYVN1,H2BC11,IGFLR1,HLA-DMA,ETS2,BEX3,IL10RA,PFN1,CXCR4,CD99
RPS8,GYG1,TXK,RGS2,CD5,CCDC88A,GIMAP7,RPL41,LST1,PHF19,UQCRQ,BID,FYB1,SUN2,CNRIP1,GABARAPL1,MEF2C,SPN,TSPYL2,PRDX1,MLPH,SRSF11,WBP2,CXCR5,NAPSB,HCST,PTPRCAP,RPS2,ITGB2,NA,BUB1,RGS1,PABPC1,HMHB1,SYK,STAT3,EOMES,S100A6,PHYKPL
IGHG2,WIPF1,SAMD3,CD22,GIMAP5,FCGR2A,PABPC1,NOP53,BCL2A1,NASP,MCEMP1,PTMS,TRAT1,HLA-B,RPS6,SRSF7,H4C3,EIF4G2,SCML4,BLVRB,GPR65,CD6,CAPZB,RPL32,RACK1,SAMHD1,CXCR4,RPS3A,ALDOA,DERL1,CHCHD2,MEF2C,GDI2,SLC25A3,TMEM258,DGKA,RPS27,SYNE2,HLA-B
LSM7,IL2RG,CLIC1,HSPE1,RPL41,MS4A4A,RPSAP58,RPL24,ALDOA,H2AC17,TYMP,ALDH2,MYL12A,CCND3,RPS2,GZMK,MRPL51,CSRNP1,TSC22D3,ARPC2,CSF1,GPRIN3,TGFB1,RPL18A,CXCR5,MYO1F,TRBC1,NCF1B,LILRB1,KDELR1,SEC14L1,SAMHD1,HLA-DPB1,PTEN,RPS8,CDKN1B,PPP2R5C,FLT3LG,KIR2DL4
GRAP,ETS1,LCP1,ANKRD44,ACAP1,FCGRT,LEPROTL1,RPL7,LILRB2,EZH2,ANXA1,SYNGR2,LEPROTL1,TGFBR3,MYL4,TNFRSF1B,NUCKS1,DNAJA1,RORA,CREG1,RHOBTB3,ZNF66,MFSD1,RPS12,HLA-DRA,ANXA2,CCL4,IL4R,NCF2,PRDM1,NA,H2AC19,LDLRAD4,MPP1,MGST1,RAC2,GZMH,ACAP1,PIK3R1
HLA-DRB5,CLEC2B,PYHIN1,HLA-DPA1,RPL21,ATP6V1F,MAL,CD3G,PLBD1,GNG2,GLIPR2,PGLS,TMSB10,RUNX3,NDUFS5,FAM177A1,ELL3,SPOCK2,IER2,CXCL3,GPX1,RAPGEF6,CAP1,RPL30,DUSP1,NKG7,GNG2,RPL32,TNFSF13B,TMEM208,TMEM208,LILRA4,PCDH9,HLA-C,NDUFB9,ACTG1,SKAP1,MCL1,SURF4
PTPRCAP,PTGDR,MBP,IGLV2-14,IL6ST,NCF2,CD3G,NPM1,LRP1,MCM5,RNF130,LSP1,RPS13,SPN,CCT2,CEMIP2,CSK,YWHAQ,HSPE1,LGALS9,FOSL2,DNAJA1,PRKAR2B,CD52,TSC22D3,ACTB,CD2,EEF1G,ATP5F1E,EAF2,SAR1B,AFF3,SPIB,EIF2S3,SRSF3,IL6ST,ISG20,GNG2,KLRB1
RAC2,EIF3G,RNF213,EZR,RPL11,PLAUR,RPLP1,HNRNPA1,CEBPB,SKA2,TOP2A,PTPRE,NOP53,LAT,MRPL37,CRTAM,ARHGDIB,DDX3X,ATF3,RNASEK,RAB27B,ARHGAP15,MYL6,RACK1,RPL11,APLP2,ND1,RPS7,FKBP1A,DNAJC1,SHCBP1,CLN8,TRABD,RNF7,AP2S1,RPS28,ETS1,DUSP2,CST7
STX7,CD38,CLIC1,IL2RG,HNRNPA0,TNFSF13,RPL15,HLA-B,CSF3R,YWHAQ,FLNA,HLA-DPA1,RPL24,ITGAL,SNRPF,B2M,CNN2,CD96,CITED2,NA,IFITM3,PRKCH,PARVB,RPL17,RPL39,GRN,PDIA3,HLA-DMB,LILRA1,IGLC2,GAS6,CYB561A3,PIK3AP1,SMAD1,MCM7,DAZAP2,MYL12B,ARHGDIB,GEM
CSK,SKAP1,CLIC1,PIM2,ICOS,TYMP,RPL27,PABPC1,PKM,RRM1,SLC11A1,ANXA5,CD52,LCP1,TUBB,NA,RBBP4,HNRNPA2B1,CSRNP1,BCL2A1,CST3,CLEC2D,PRDX6,RPS3,RPS6,FGL2,PRKCH,FOXP1,SOD2,SPCS1,PTTG1,RUBCNL,HMGB1,EGFL7,TPI1,TSC22D3,DDX5,IDS,PRKCH
RPL37,PTMA,ABHD17A,UBC,CD48,S100A4,LCK,RPLP1,CLEC7A,COX5A,PCLAF,SLC25A6,RPLP1,FYN,AKR1C3,CD3G,DNMT1,MACROH2A1,HLA-C,IER3,CNRIP1,SYTL3,PGRMC1,RPL13,C1QA,GNAI2,LINC00869,CD40,AP2S1,SRPRB,SRPRB,NPC2,ZEB2,HLA-C,RNASE3,NA,LAT,LDHA,FAM3C
IRAG2,GNG2,LY6E,PTPRCAP,TPT1,CXCL3,NPM1,RGS10,ANXA2,CENPU,NCF2,C1orf162,CD6,PPP2R5C,IMPDH2,CLEC2B,HNRNPC,CAT,CLEC2D,GRN,CLIC1,PPP2R5C,NA,RCSD1,RPL22L1,AP2S1,PPP2R5C,RPL11,ZEB2,NA,CALU,BLNK,NEIL1,LAT2,RAN,SON,LITAF,GSTK1,GZMB
SNX2,DENND2D,PDIA3,TUBA1A,DENND2D,HLA-DRA,RPL13A,RPL27,AP2S1,H1-3,PLAUR,PYCARD,EMP3,TMA7,SNRPE,ITGB2,UBE2N,HSPA5,KLRB1,IGSF6,PLIN2,CD2,ARHGAP6,RPS2P5,RPL10,PYCARD,STAT4,RPL37A,RNASET2,CPEB4,FCRL5,SCT,TCF4,HLA-B,RAB32,RPL14,TRBC1,HLA-A,CYTB
PAX5,HLA-B,DHRS7,CHD2,PIK3IP1,CFD,LTB,RPL31,MYO1F,IFI16,HMGB3,ARPC5,RPL38,ZEB2,NHP2,CYCS,NCF1,NA,STOM,TXN,SELENOK,RGPD5,MYLK,POU2F2,TCF4,CPVL,ANXA1,EEF2,C1orf162,CD27,HMGN2,CORO1C,SPTBN1,RBM38,SET,CCNI,APMAP,MYL12B,KLF6
HLA-DPB1,AREG,NA,STK17B,CXCR4,GSTO1,UBA52,EEF2,PGD,CBX3,TPM3,BASP1,CRIP1,LSP1,BOLA3,RBM39,BASP1,PDIA3,PTGER2,FKBP1A,RAC2,BTG2,ITM2B,HLA-DQB1,RPS16,RAB31,KLRD1,RPS16,BID,ERGIC3,STT3A,SELENOS,HLA-DPA1,MDM4,MRPL23,PTMA,CLEC2D,IER2,SKAP1
